rsid,chr,pos,pvalue,gene,gene_id,distance_to_gene,gene_position,grass_score,grass_confidence
rs183454147,10,93637846,5.197e-17,TNKS2,ENSG00000107854,12813,downstream,,
rs187717587,10,114817219,9.3726e-09,TCF7L2,ENSG00000148737,0,intronic,,
rs182147368,10,114818110,8.99974e-09,TCF7L2,ENSG00000148737,0,intronic,,
rs703985,10,80940740,2.23872e-14,ZMIZ1,ENSG00000108175,0,intronic,,
rs703968,10,80953436,2.0893e-14,ZMIZ1,ENSG00000108175,0,intronic,,
rs703971,10,80953123,1.99526e-14,ZMIZ1,ENSG00000108175,0,intronic,,
rs3781373,10,99080585,1.48013e-12,FRAT1,ENSG00000165879,0,intronic,,
rs3781373,10,99080585,1.48013e-12,FRAT2,ENSG00000181274,11670,upstream,,
rs138987934,10,68852086,6.32557e-12,CTNNA3,ENSG00000183230,0,intronic,,
rs138987934,10,68852086,6.32557e-12,LRRTM3,ENSG00000198739,0,intronic,,
rs11339248,10,80945568,2.88403e-14,ZMIZ1,ENSG00000108175,0,intronic,,
rs5013920,10,124154793,3.6e-12,PLEKHA1,ENSG00000107679,0,intronic,,
rs7072078,10,99026509,4.18119e-13,ARHGAP19-SLIT1,ENSG00000269891,0,intronic,,
rs7072078,10,99026509,4.18119e-13,ARHGAP19,ENSG00000213390,0,intronic,,
rs11200609,10,124157858,3.3e-12,PLEKHA1,ENSG00000107679,0,intronic,,
rs2861875,10,98990139,9.72747e-13,ARHGAP19-SLIT1,ENSG00000269891,0,intronic,,
rs2861875,10,98990139,9.72747e-13,ARHGAP19,ENSG00000213390,0,intronic,,
rs11352764,10,99017568,9.86507e-13,ARHGAP19-SLIT1,ENSG00000269891,0,intronic,,
rs11352764,10,99017568,9.86507e-13,ARHGAP19,ENSG00000213390,0,intronic,,
rs112900989,10,64915511,9.739e-13,NRBF2,ENSG00000148572,728,downstream,,
rs112900989,10,64915511,9.739e-13,JMJD1C,ENSG00000171988,11470,upstream,,
rs77788000,10,64912836,9.739e-13,NRBF2,ENSG00000148572,0,intronic,,
rs77788000,10,64912836,9.739e-13,JMJD1C,ENSG00000171988,14145,upstream,,
rs2761320,10,95061868,1.649e-16,MYOF,ENSG00000138119,4318,upstream,,
rs10786327,10,99071408,8.11148e-13,ARHGAP19-SLIT1,ENSG00000269891,18995,downstream,,
rs10786327,10,99071408,8.11148e-13,ARHGAP19,ENSG00000213390,18995,downstream,,
rs10786327,10,99071408,8.11148e-13,FRAT1,ENSG00000165879,7614,upstream,,
rs10882895,10,99075300,8.29278e-13,FRAT1,ENSG00000165879,3722,upstream,,
rs10882895,10,99075300,8.29278e-13,FRAT2,ENSG00000181274,16955,upstream,,
rs11200608,10,124157821,3.2e-12,PLEKHA1,ENSG00000107679,0,intronic,,
rs10786330,10,99074959,8.30424e-13,FRAT1,ENSG00000165879,4063,upstream,,
rs10786330,10,99074959,8.30424e-13,FRAT2,ENSG00000181274,17296,upstream,,
rs56260041,10,114904410,3.909e-16,TCF7L2,ENSG00000148737,0,intronic,,
rs11189122,10,99072595,8.08165e-13,FRAT1,ENSG00000165879,6427,upstream,,
rs11189122,10,99072595,8.08165e-13,FRAT2,ENSG00000181274,19660,upstream,,
rs532678,10,89723342,7.785e-10,PTEN,ENSG00000171862,0,intronic,,
rs1234216,10,89659153,7.785e-10,PTEN,ENSG00000171862,0,intronic,,
rs78812589,10,68681834,5.19613e-09,CTNNA3,ENSG00000183230,0,intronic,,
rs78812589,10,68681834,5.19613e-09,LRRTM3,ENSG00000198739,3930,upstream,,
rs10748694,10,99056190,1.39412e-12,ARHGAP19-SLIT1,ENSG00000269891,3777,downstream,,
rs10748694,10,99056190,1.39412e-12,ARHGAP19,ENSG00000213390,3777,downstream,,
rs12765410,10,68517908,1.83257e-10,CTNNA3,ENSG00000183230,0,intronic,,
rs7901853,10,99082360,1.44178e-12,FRAT1,ENSG00000165879,688,downstream,,
rs7901853,10,99082360,1.44178e-12,FRAT2,ENSG00000181274,9895,upstream,,
rs4919087,10,99072507,8.81455e-13,FRAT1,ENSG00000165879,6515,upstream,,
rs4919087,10,99072507,8.81455e-13,FRAT2,ENSG00000181274,19748,upstream,,
rs10997366,10,68484329,3.87008e-09,CTNNA3,ENSG00000183230,0,intronic,,
rs71466897,10,68525695,2.15179e-10,CTNNA3,ENSG00000183230,0,intronic,,
rs11200594,10,124139393,4.6e-12,PLEKHA1,ENSG00000107679,0,intronic,,
rs697237,10,80954686,4.67735e-14,ZMIZ1,ENSG00000108175,0,intronic,,
rs12243326,10,114788815,2.25421e-11,TCF7L2,ENSG00000148737,0,intronic,,
rs1572437,10,99029278,7.30466e-13,ARHGAP19-SLIT1,ENSG00000269891,0,intronic,,
rs1572437,10,99029278,7.30466e-13,ARHGAP19,ENSG00000213390,0,intronic,,
rs780148,10,80935083,1.49696e-08,ZMIZ1,ENSG00000108175,0,intronic,,
rs4406711,10,64883316,1.13e-12,NRBF2,ENSG00000148572,9734,upstream,,
rs12357266,10,98978045,1.04761e-12,ARHGAP19-SLIT1,ENSG00000269891,0,intronic,,
rs12357266,10,98978045,1.04761e-12,ARHGAP19,ENSG00000213390,951,upstream,,
rs10887151,10,124180766,2.5e-12,PLEKHA1,ENSG00000107679,0,intronic,,
rs12774061,10,68490907,5.52319e-09,CTNNA3,ENSG00000183230,0,intronic,,
rs10762307,10,71469969,1.089e-08,RP11-242G20.1,ENSG00000235645,17761,downstream,,
rs12411525,10,68907082,1.1391e-09,CTNNA3,ENSG00000183230,0,intronic,,
rs2297987,10,98989454,4.105e-10,ARHGAP19-SLIT1,ENSG00000269891,0,intronic,,
rs2297987,10,98989454,4.105e-10,ARHGAP19,ENSG00000213390,0,intronic,,
rs184232688,10,114783589,9.17255e-09,TCF7L2,ENSG00000148737,0,intronic,,
rs185695488,10,70336918,3.46657e-13,TET1,ENSG00000138336,0,intronic,,
rs2797579,10,95065992,9.165e-16,MYOF,ENSG00000138119,194,upstream,,
rs11335400,10,124157837,2.112e-10,PLEKHA1,ENSG00000107679,0,intronic,,
rs6584116,10,99083760,1.18905e-12,FRAT1,ENSG00000165879,2088,downstream,,
rs6584116,10,99083760,1.18905e-12,FRAT2,ENSG00000181274,8495,upstream,,
rs5788549,10,124155598,2.112e-10,PLEKHA1,ENSG00000107679,0,intronic,,
rs555895,10,89720907,8.552e-10,PTEN,ENSG00000171862,0,intronic,,
rs2735343,10,89705429,8.552e-10,PTEN,ENSG00000171862,0,intronic,,
rs2673803,10,89699209,8.552e-10,PTEN,ENSG00000171862,0,intronic,,
rs1799734,10,89690952,8.552e-10,PTEN,ENSG00000171862,0,intronic,,
rs1222929,10,95061229,1.197e-15,MYOF,ENSG00000138119,4957,upstream,,
rs1222928,10,95061142,1.293e-15,MYOF,ENSG00000138119,5044,upstream,,
rs10882883,10,99013312,1.07498e-12,ARHGAP19-SLIT1,ENSG00000269891,0,intronic,,
rs10882883,10,99013312,1.07498e-12,ARHGAP19,ENSG00000213390,0,intronic,,
rs76922313,10,64996186,1.27e-12,JMJD1C,ENSG00000171988,0,intronic,,
rs112023979,10,64923227,1.27e-12,NRBF2,ENSG00000148572,8444,downstream,,
rs112023979,10,64923227,1.27e-12,JMJD1C,ENSG00000171988,3754,upstream,,
rs2797580,10,95066024,1.505e-15,MYOF,ENSG00000138119,162,upstream,,
rs2797578,10,95065296,1.506e-15,MYOF,ENSG00000138119,890,upstream,,
rs34364047,10,93684947,9.09076e-09,BTAF1,ENSG00000095564,0,intronic,,
rs34364047,10,93684947,9.09076e-09,FGFBP3,ENSG00000174721,15707,downstream,,
rs10882881,10,99010067,1.04544e-12,ARHGAP19-SLIT1,ENSG00000269891,0,intronic,,
rs10882881,10,99010067,1.04544e-12,ARHGAP19,ENSG00000213390,0,intronic,,
rs11200604,10,124147639,4.9e-12,PLEKHA1,ENSG00000107679,0,intronic,,
rs2421021,10,124157046,2.9e-12,PLEKHA1,ENSG00000107679,0,intronic,,
rs11257615,10,12289775,1.71763e-08,CDC123,ENSG00000151465,0,intronic,,
rs7067835,10,99074649,7.85597e-13,FRAT1,ENSG00000165879,4373,upstream,,
rs7067835,10,99074649,7.85597e-13,FRAT2,ENSG00000181274,17606,upstream,,
rs11189120,10,99069493,8.80035e-13,ARHGAP19-SLIT1,ENSG00000269891,17080,downstream,,
rs11189120,10,99069493,8.80035e-13,ARHGAP19,ENSG00000213390,17080,downstream,,
rs11189120,10,99069493,8.80035e-13,FRAT1,ENSG00000165879,9529,upstream,,
rs10786324,10,99054387,1.24882e-12,ARHGAP19-SLIT1,ENSG00000269891,1974,downstream,,
rs10786324,10,99054387,1.24882e-12,ARHGAP19,ENSG00000213390,1974,downstream,,
rs12221430,10,99061386,1.14367e-12,ARHGAP19-SLIT1,ENSG00000269891,8973,downstream,,
rs12221430,10,99061386,1.14367e-12,ARHGAP19,ENSG00000213390,8973,downstream,,
rs12221430,10,99061386,1.14367e-12,FRAT1,ENSG00000165879,17636,upstream,,
rs149790093,10,68854886,8.72569e-12,CTNNA3,ENSG00000183230,0,intronic,,
rs149790093,10,68854886,8.72569e-12,LRRTM3,ENSG00000198739,0,intronic,,
rs10882891,10,99059645,1.12305e-12,ARHGAP19-SLIT1,ENSG00000269891,7232,downstream,,
rs10882891,10,99059645,1.12305e-12,ARHGAP19,ENSG00000213390,7232,downstream,,
rs10882891,10,99059645,1.12305e-12,FRAT1,ENSG00000165879,19377,upstream,,
rs34027394,10,101983816,5.165e-09,CHUK,ENSG00000213341,0,intronic,,
rs34027394,10,101983816,5.165e-09,CWF19L1,ENSG00000095485,8239,upstream,,
rs61875118,10,114750236,3.51934e-13,TCF7L2,ENSG00000148737,0,intronic,,
rs10997528,10,68901222,1.40223e-09,CTNNA3,ENSG00000183230,0,intronic,,
rs11189038,10,98974765,5.97035e-13,ARHGAP19-SLIT1,ENSG00000269891,0,intronic,,
rs11189038,10,98974765,5.97035e-13,ARHGAP19,ENSG00000213390,4231,upstream,,
rs10786329,10,99074621,8.32914e-13,FRAT1,ENSG00000165879,4401,upstream,,
rs10786329,10,99074621,8.32914e-13,FRAT2,ENSG00000181274,17634,upstream,,
rs10786319,10,99008951,1.04737e-12,ARHGAP19-SLIT1,ENSG00000269891,0,intronic,,
rs10786319,10,99008951,1.04737e-12,ARHGAP19,ENSG00000213390,0,intronic,,
rs10786326,10,99070377,8.84097e-13,ARHGAP19-SLIT1,ENSG00000269891,17964,downstream,,
rs10786326,10,99070377,8.84097e-13,ARHGAP19,ENSG00000213390,17964,downstream,,
rs10786326,10,99070377,8.84097e-13,FRAT1,ENSG00000165879,8645,upstream,,
rs113328993,10,64985847,1.387e-12,JMJD1C,ENSG00000171988,0,intronic,,
rs151271914,10,64994002,1.387e-12,JMJD1C,ENSG00000171988,0,intronic,,
rs138030757,10,64981135,1.387e-12,JMJD1C,ENSG00000171988,0,intronic,,
rs112049982,10,64997061,1.387e-12,JMJD1C,ENSG00000171988,0,intronic,,
rs111765639,10,64970928,1.387e-12,JMJD1C,ENSG00000171988,0,intronic,,
rs113006070,10,64986158,1.387e-12,JMJD1C,ENSG00000171988,0,intronic,,
rs78584069,10,64959243,1.387e-12,JMJD1C,ENSG00000171988,0,intronic,,
rs60893683,10,64926214,1.387e-12,NRBF2,ENSG00000148572,11431,downstream,,
rs60893683,10,64926214,1.387e-12,JMJD1C,ENSG00000171988,767,upstream,,
rs35363447,10,99065881,1.34091e-12,ARHGAP19-SLIT1,ENSG00000269891,13468,downstream,,
rs35363447,10,99065881,1.34091e-12,ARHGAP19,ENSG00000213390,13468,downstream,,
rs35363447,10,99065881,1.34091e-12,FRAT1,ENSG00000165879,13141,upstream,,
rs2761317,10,95056698,3.198e-15,MYOF,ENSG00000138119,9488,upstream,,
rs2065861,10,99004608,8.42752e-13,ARHGAP19-SLIT1,ENSG00000269891,0,intronic,,
rs2065861,10,99004608,8.42752e-13,ARHGAP19,ENSG00000213390,0,intronic,,
rs182610315,10,114743091,6.049e-15,TCF7L2,ENSG00000148737,0,intronic,,
rs10786325,10,99068738,1.15054e-12,ARHGAP19-SLIT1,ENSG00000269891,16325,downstream,,
rs10786325,10,99068738,1.15054e-12,ARHGAP19,ENSG00000213390,16325,downstream,,
rs10786325,10,99068738,1.15054e-12,FRAT1,ENSG00000165879,10284,upstream,,
rs11200595,10,124142629,3.6e-12,PLEKHA1,ENSG00000107679,0,intronic,,
rs187973686,10,68959321,9.33469e-12,CTNNA3,ENSG00000183230,0,intronic,,
rs10882894,10,99074100,8.55855e-13,FRAT1,ENSG00000165879,4922,upstream,,
rs10882894,10,99074100,8.55855e-13,FRAT2,ENSG00000181274,18155,upstream,,
rs11189037,10,98974707,6.7655e-13,ARHGAP19-SLIT1,ENSG00000269891,0,intronic,,
rs11189037,10,98974707,6.7655e-13,ARHGAP19,ENSG00000213390,4289,upstream,,
rs7901794,10,64877938,1.446e-12,NRBF2,ENSG00000148572,15112,upstream,,
rs10786321,10,99026112,8.81861e-13,ARHGAP19-SLIT1,ENSG00000269891,0,intronic,,
rs10786321,10,99026112,8.81861e-13,ARHGAP19,ENSG00000213390,0,intronic,,
rs536643418,10,114699835,9.94489e-15,TCF7L2,ENSG00000148737,10174,upstream,,
rs61863767,10,99084426,8.98669e-13,FRAT1,ENSG00000165879,2754,downstream,,
rs61863767,10,99084426,8.98669e-13,FRAT2,ENSG00000181274,7829,upstream,,
rs74557321,10,64931245,1.514e-12,NRBF2,ENSG00000148572,16462,downstream,,
rs74557321,10,64931245,1.514e-12,JMJD1C,ENSG00000171988,0,intronic,,
rs112637649,10,64934600,1.514e-12,NRBF2,ENSG00000148572,19817,downstream,,
rs112637649,10,64934600,1.514e-12,JMJD1C,ENSG00000171988,0,intronic,,
rs59050225,10,64950110,1.514e-12,JMJD1C,ENSG00000171988,0,intronic,,
rs75937138,10,64938672,1.514e-12,JMJD1C,ENSG00000171988,0,intronic,,
rs76032436,10,64938659,1.514e-12,JMJD1C,ENSG00000171988,0,intronic,,
rs78842693,10,64938400,1.514e-12,JMJD1C,ENSG00000171988,0,intronic,,
rs3816685,10,64949422,1.514e-12,JMJD1C,ENSG00000171988,0,intronic,,
rs79484409,10,64948645,1.514e-12,JMJD1C,ENSG00000171988,0,intronic,,
rs2306261,10,64949321,1.514e-12,JMJD1C,ENSG00000171988,0,intronic,,
rs113783360,10,64939021,1.514e-12,JMJD1C,ENSG00000171988,0,intronic,,
rs111484720,10,64976326,1.514e-12,JMJD1C,ENSG00000171988,0,intronic,,
rs10882880,10,99008068,1.00323e-12,ARHGAP19-SLIT1,ENSG00000269891,0,intronic,,
rs10882880,10,99008068,1.00323e-12,ARHGAP19,ENSG00000213390,0,intronic,,
rs945187,10,99091369,1.03443e-12,FRAT1,ENSG00000165879,9697,downstream,,
rs945187,10,99091369,1.03443e-12,FRAT2,ENSG00000181274,886,upstream,,
rs10748692,10,99032843,1.13894e-12,ARHGAP19-SLIT1,ENSG00000269891,0,intronic,,
rs10748692,10,99032843,1.13894e-12,ARHGAP19,ENSG00000213390,0,intronic,,
rs35958306,10,99000019,1.03443e-12,ARHGAP19-SLIT1,ENSG00000269891,0,intronic,,
rs35958306,10,99000019,1.03443e-12,ARHGAP19,ENSG00000213390,0,intronic,,
rs6583883,10,95048069,5.399e-15,MYOF,ENSG00000138119,18117,upstream,,
rs10882890,10,99048262,1.95209e-12,ARHGAP19-SLIT1,ENSG00000269891,0,intronic,,
rs10882890,10,99048262,1.95209e-12,ARHGAP19,ENSG00000213390,0,intronic,,
rs10534769,10,95047336,5.621e-15,MYOF,ENSG00000138119,18850,upstream,,
rs11189100,10,99047712,1.15186e-12,ARHGAP19-SLIT1,ENSG00000269891,0,intronic,,
rs11189100,10,99047712,1.15186e-12,ARHGAP19,ENSG00000213390,0,intronic,,
rs10786323,10,99049010,1.86595e-12,ARHGAP19-SLIT1,ENSG00000269891,0,intronic,,
rs10786323,10,99049010,1.86595e-12,ARHGAP19,ENSG00000213390,0,intronic,,
rs11595187,10,94351935,3.428e-13,IDE,ENSG00000119912,18102,downstream,,
rs11595187,10,94351935,3.428e-13,KIF11,ENSG00000138160,1108,upstream,,
rs10639509,10,94392513,9.22996e-15,KIF11,ENSG00000138160,0,intronic,,
rs7080275,10,99089538,1.13006e-12,FRAT1,ENSG00000165879,7866,downstream,,
rs7080275,10,99089538,1.13006e-12,FRAT2,ENSG00000181274,2717,upstream,,
rs3740522,10,99019144,1.00809e-12,ARHGAP19-SLIT1,ENSG00000269891,0,intronic,,
rs3740522,10,99019144,1.00809e-12,ARHGAP19,ENSG00000213390,0,intronic,,
rs11200629,10,124198585,3.4e-12,PLEKHA1,ENSG00000107679,6718,downstream,,
rs11200629,10,124198585,3.4e-12,ARMS2,ENSG00000254636,15584,upstream,,
rs6583822,10,94341201,1.7e-14,IDE,ENSG00000119912,7368,downstream,,
rs6583822,10,94341201,1.7e-14,KIF11,ENSG00000138160,11842,upstream,,
rs199906729,10,114742904,8.921e-15,TCF7L2,ENSG00000148737,0,intronic,,
rs10882889,10,99045890,1.42233e-12,ARHGAP19-SLIT1,ENSG00000269891,0,intronic,,
rs10882889,10,99045890,1.42233e-12,ARHGAP19,ENSG00000213390,0,intronic,,
rs150834039,10,93857537,1.003e-14,CPEB3,ENSG00000107864,0,intronic,,
rs112264021,10,114744759,1.094e-14,TCF7L2,ENSG00000148737,0,intronic,,
rs11200606,10,124148765,3.8e-12,PLEKHA1,ENSG00000107679,0,intronic,,
rs140634278,10,114744348,1.154e-14,TCF7L2,ENSG00000148737,0,intronic,,
rs143560267,10,69179232,1.07152e-11,CTNNA3,ENSG00000183230,0,intronic,,
rs113547372,10,64885955,1.704e-12,NRBF2,ENSG00000148572,7095,upstream,,
rs56774997,10,64879113,1.704e-12,NRBF2,ENSG00000148572,13937,upstream,,
rs10736115,10,99031685,1.78896e-12,ARHGAP19-SLIT1,ENSG00000269891,0,intronic,,
rs10736115,10,99031685,1.78896e-12,ARHGAP19,ENSG00000213390,0,intronic,,
rs79685859,10,93676475,1.222e-14,BTAF1,ENSG00000095564,7051,upstream,,
rs79685859,10,93676475,1.222e-14,FGFBP3,ENSG00000174721,7235,downstream,,
rs17129916,10,114388413,1.86707e-08,VTI1A,ENSG00000151532,0,intronic,,
rs4146894,10,124155381,2.812e-10,PLEKHA1,ENSG00000107679,0,intronic,,
rs547324263,12,4476372,1.10002e-47,C12orf5,ENSG00000078237,14034,downstream,,
rs547324263,12,4476372,1.10002e-47,FGF23,ENSG00000118972,1021,upstream,,
rs76895963,12,4384844,3.0903e-31,CCND2,ENSG00000118971,0,intronic,,
rs3217905,12,4405686,1.19152e-12,CCND2,ENSG00000118971,0,intronic,,
rs527807612,12,4419392,8.13954e-11,CCND2,ENSG00000118971,4876,downstream,,
rs527807612,12,4419392,8.13954e-11,C12orf5,ENSG00000078237,10979,upstream,,
rs12299509,12,4406281,2.087e-10,CCND2,ENSG00000118971,0,intronic,,
rs7304270,12,4381981,1.041e-12,CCND2,ENSG00000118971,957,upstream,,
rs78470967,12,4521511,4.37119e-27,FGF6,ENSG00000111241,15810,upstream,,
rs187256502,12,121621297,5.57699e-14,P2RX7,ENSG00000089041,0,intronic,,
rs576836316,12,122014881,1.84842e-11,KDM2B,ENSG00000089094,0,intronic,,
rs189260099,12,31937984,3.6e-09,H3F3C,ENSG00000188375,6139,upstream,,
rs3217893,12,4403876,1.5674700000000001e-18,CCND2,ENSG00000118971,0,intronic,,
rs3217792,12,4384696,2.83792e-08,CCND2,ENSG00000118971,0,intronic,,
rs10842994,12,27965150,1.015e-16,KLHL42,ENSG00000087448,9177,downstream,,
rs7138300,12,71439589,5.649e-10,CTD-2021H9.3,ENSG00000258053,1593,upstream,,
rs68159935,12,121429416,4.89779e-09,AC079602.1,ENSG00000272214,19321,downstream,,
rs68159935,12,121429416,4.89779e-09,HNF1A,ENSG00000135100,0,intronic,,
rs68159935,12,121429416,4.89779e-09,C12orf43,ENSG00000157895,10809,upstream,,
rs77978149,12,50269863,5.698e-09,FAIM2,ENSG00000135472,0,intronic,,
rs3217791,12,4384669,1.3122e-10,CCND2,ENSG00000118971,0,intronic,,
rs56348580,12,121432117,2.5e-08,HNF1A,ENSG00000135100,0,intronic,,
rs56348580,12,121432117,2.5e-08,C12orf43,ENSG00000157895,8108,upstream,,
rs3764002,12,108618630,1.264e-11,WSCD2,ENSG00000075035,0,intronic,,
rs55834942,12,121437114,1.168e-10,HNF1A,ENSG00000135100,0,intronic,,
rs55834942,12,121437114,1.168e-10,C12orf43,ENSG00000157895,3111,upstream,,
rs80234489,12,31441179,4.333e-32,FAM60A,ENSG00000139146,0,intronic,,
rs11057418,12,124508976,4.64408e-11,ZNF664,ENSG00000179195,8990,downstream,,
rs11057418,12,124508976,4.64408e-11,FAM101A,ENSG00000178882,0,intronic,,
rs11063069,12,4374373,9.344e-09,CCND2,ENSG00000118971,8565,upstream,,
rs11611927,12,93977591,4.535e-08,SOCS2,ENSG00000120833,328,downstream,,
rs61909598,12,4671930,3.3335e-12,RAD51AP1,ENSG00000111247,2716,downstream,,
rs61909598,12,4671930,3.3335e-12,DYRK4,ENSG00000010219,0,intronic,,
rs1109559,12,123757861,3.022e-08,C12orf65,ENSG00000130921,15355,downstream,,
rs1109559,12,123757861,3.022e-08,CDK2AP1,ENSG00000111328,980,downstream,,
rs1109559,12,123757861,3.022e-08,SBNO1,ENSG00000139697,15795,upstream,,
rs1727307,12,123575742,2.231e-08,PITPNM2,ENSG00000090975,0,intronic,,
rs77753011,12,113117897,4.029e-09,RPH3A,ENSG00000089169,0,intronic,,
rs3214606,12,31476941,9.807e-32,FAM60A,ENSG00000139146,0,intronic,,
rs3214606,12,31476941,9.807e-32,AC024940.1,ENSG00000177340,309,upstream,,
rs142985970,12,31451952,4.451e-31,FAM60A,ENSG00000139146,0,intronic,,
rs74862545,12,4365572,1.04496e-11,CCND2,ENSG00000118971,17366,upstream,,
rs671,12,112241766,1.151e-10,RP11-162P23.2,ENSG00000257767,12544,downstream,,
rs671,12,112241766,1.151e-10,ALDH2,ENSG00000111275,0,intronic,,
rs4760790,12,71634794,5.897e-09,TSPAN8,ENSG00000127324,0,intronic,,
rs111954160,12,121318840,2.02675e-16,SPPL3,ENSG00000157837,0,intronic,,
rs10466811,12,27959201,2.39977e-10,KLHL42,ENSG00000087448,3228,downstream,,
rs12822620,12,4379831,9.09e-12,CCND2,ENSG00000118971,3107,upstream,,
rs71076684,12,121341535,5.021e-11,SPPL3,ENSG00000157837,0,intronic,,
rs2347223,12,27963546,6.42643e-09,KLHL42,ENSG00000087448,7573,downstream,,
rs79310463,12,118406696,3.765e-15,KSR2,ENSG00000171435,0,intronic,,
rs1426371,12,108629780,7.763e-12,WSCD2,ENSG00000075035,0,intronic,,
rs825476,12,124568456,6.805e-13,FAM101A,ENSG00000178882,0,intronic,,
rs139418165,12,123022390,5.23383e-09,RSRC2,ENSG00000111011,10843,downstream,,
rs139418165,12,123022390,5.23383e-09,KNTC1,ENSG00000184445,0,intronic,,
rs55805582,12,121486388,6.54184e-19,OASL,ENSG00000135114,9343,downstream,,
rs7955901,12,71433293,7.161e-10,CTD-2021H9.3,ENSG00000258053,7889,upstream,,
rs149212747,12,111836771,2.07e-11,SH2B3,ENSG00000111252,6981,upstream,,
rs11107116,12,93978504,3.75e-08,SOCS2,ENSG00000120833,1241,downstream,,
rs2733269,12,41866717,2.64612e-09,PDZRN4,ENSG00000165966,0,intronic,,
rs825461,12,124561803,1.221e-12,FAM101A,ENSG00000178882,0,intronic,,
rs825483,12,124575977,8.198e-13,FAM101A,ENSG00000178882,0,intronic,,
rs1716407,12,124515218,2.387e-10,ZNF664,ENSG00000179195,15232,downstream,,
rs1716407,12,124515218,2.387e-10,FAM101A,ENSG00000178882,0,intronic,,
rs71583753,12,4430340,4.64184e-08,CCND2,ENSG00000118971,15824,downstream,,
rs71583753,12,4430340,4.64184e-08,C12orf5,ENSG00000078237,31,upstream,,
rs10842992,12,27963839,2.091e-11,KLHL42,ENSG00000087448,7866,downstream,,
rs146515976,12,5033305,1.01744e-10,KCNA1,ENSG00000111262,0,intronic,,
rs187150787,12,121327809,4.195e-19,SPPL3,ENSG00000157837,0,intronic,,
rs10842707,12,26471364,5.308e-09,SSPN,ENSG00000123096,19141,downstream,,
rs10842707,12,26471364,5.308e-09,ITPR2,ENSG00000123104,18978,upstream,,
rs2258238,12,66221060,1.7378e-13,HMGA2,ENSG00000149948,0,intronic,,
rs2261181,12,66212318,1.86209e-12,HMGA2,ENSG00000149948,5593,upstream,,
rs1480043,12,26389769,4.09308e-08,SSPN,ENSG00000123096,0,intronic,,
rs146130224,12,121307272,5.463e-19,SPPL3,ENSG00000157837,0,intronic,,
rs11169182,12,50248052,9.86779e-10,BCDIN3D,ENSG00000186666,11140,downstream,,
rs11169182,12,50248052,9.86779e-10,FAIM2,ENSG00000135472,12627,upstream,,
rs138213721,12,121238607,1.209e-08,SPPL3,ENSG00000157837,0,intronic,,
rs343092,12,66250940,8.12831e-12,HMGA2,ENSG00000149948,0,intronic,,
rs343092,12,66250940,8.12831e-12,RP11-366L20.2,ENSG00000197301,0,intronic,,
rs73115423,12,66232355,1.14472e-18,HMGA2,ENSG00000149948,0,intronic,,
rs73115423,12,66232355,1.14472e-18,RP11-366L20.2,ENSG00000197301,12765,upstream,,
rs3217854,12,4398349,2.208e-10,CCND2,ENSG00000118971,0,intronic,,
rs147538848,12,31466613,4.816e-17,FAM60A,ENSG00000139146,0,intronic,,
rs147538848,12,31466613,4.816e-17,AC024940.1,ENSG00000177340,10637,upstream,,
rs138348048,12,122637279,4.93924e-09,MLXIP,ENSG00000175727,5385,downstream,,
rs138348048,12,122637279,4.93924e-09,LRRC43,ENSG00000158113,15006,upstream,,
rs138348048,12,122637279,4.93924e-09,IL31,ENSG00000204671,19298,upstream,,
rs150534604,12,48445487,2.29774e-08,SENP1,ENSG00000079387,0,intronic,,
rs8756,12,66359752,1.92e-09,HMGA2,ENSG00000149948,0,intronic,,
rs3217817,12,4390127,1.38131e-10,CCND2,ENSG00000118971,0,intronic,,
rs2446768,12,66239717,1.47911e-11,HMGA2,ENSG00000149948,0,intronic,,
rs2446768,12,66239717,1.47911e-11,RP11-366L20.2,ENSG00000197301,5403,upstream,,
rs1042725,12,66358347,3.369e-15,HMGA2,ENSG00000149948,0,intronic,,
rs5801412,12,121418991,9.080299999999999e-21,AC079602.1,ENSG00000272214,8896,downstream,,
rs5801412,12,121418991,9.080299999999999e-21,HNF1A,ENSG00000135100,0,intronic,,
rs140409875,12,31685333,1.2e-08,DENND5B,ENSG00000170456,0,intronic,,
