gene_name,snp_count,best_pvalue,max_risk_score,max_combined_score,min_distance,gene_id,gene_rank,ensembl_id,biotype,description,uniprot_ids,omim_ids,hgnc_id,entrez_id
SDCCAG3,935,4.5190000000000005e-26,0.0591102551573961,0.2352927638551044,0,ENSG00000165689,962,,,,,,,
CHID1,25,8.8308e-10,0.0602529568163383,0.2352003951022751,20370,ENSG00000177830,963,,,,,,,
TRIM73,14,2.95863e-08,0.0603425444010686,0.2351401071955586,22637,ENSG00000178809,964,,,,,,,
GPRC6A,10,1.87793e-09,0.0597581391050255,0.2346216548322841,0,ENSG00000173612,965,,,,,,,
DNAJA4,20,3.53077e-08,0.0596675754300183,0.234389230205816,12104,ENSG00000140403,966,,,,,,,
C10orf35,33,9.69304e-10,0.0595185641893657,0.2343868640438279,0,ENSG00000171224,967,,,,,,,
ASB8,42,3.36915e-08,0.0596203878776218,0.2343394151249568,9089,ENSG00000177981,968,,,,,,,
PFKM,58,3.36915e-08,0.0596203878776218,0.2343394151249568,0,ENSG00000152556,969,,,,,,,
C12orf68,2,3.36915e-08,0.0596203878776218,0.2343394151249568,20296,ENSG00000177875,970,,,,,,,
PEAK1,902,3.009e-24,0.0595410177048948,0.2342922241188995,0,ENSG00000173517,971,,,,,,,
RFX6,18,4.33012e-15,0.0587326082429322,0.2334922989174788,0,ENSG00000185002,972,,,,,,,
KCNA5,2,1.37518e-10,0.0584818734763463,0.233335264847675,22823,ENSG00000130037,973,,,,,,,
KIAA0754,48,2.37575e-13,0.0585682255696808,0.233194783916356,0,ENSG00000255103,974,,,,,,,
BRAF,290,9.02e-09,0.0585722072444048,0.2331813795176128,0,ENSG00000157764,975,,,,,,,
NEDD1,20,9.2238e-10,0.0584297150222472,0.2331102746826314,147325,ENSG00000139350,976,,,,,,,
ZNF43,11,1.304e-10,0.0581366219600653,0.232957682163334,0,ENSG00000198521,977,,,,,,,
SLC22A3,34,3.129e-10,0.0582619797052167,0.2329323826067641,0,ENSG00000146477,978,,,,,,,
HIPK1,44,1.24039e-09,0.0576969048997523,0.2323297996595528,0,ENSG00000163349,979,,,,,,,
OLFML3,8,2.40243e-09,0.0576969048997523,0.2323297996595528,2942,ENSG00000116774,980,,,,,,,
LRFN2,1,1.46943e-09,0.057212100721335,0.2318305569926372,0,ENSG00000156564,981,,,,,,,
DKFZP779L1853,2,3.61144e-08,0.0567530506206843,0.2311804515067775,4191,ENSG00000269514,982,,,,,,,
OR10AD1,2,3.61144e-08,0.0567530506206843,0.2311804515067775,2835,ENSG00000172640,983,,,,,,,
SEC16A,585,2.8449999999999996e-23,0.0557160326213773,0.2305197938858337,0,ENSG00000148396,984,,,,,,,
INPP5E,69,2.8449999999999996e-23,0.0557160326213773,0.2305197938858337,0,ENSG00000148384,985,,,,,,,
PMPCA,350,1.782e-23,0.0557160326213773,0.2305197938858337,0,ENSG00000165688,986,,,,,,,
UBA7,44,3.28095e-09,0.0558718304550262,0.2303190970757619,9475,ENSG00000182179,987,,,,,,,
CDHR4,5,3.28095e-09,0.0558718304550262,0.2303190970757619,23586,ENSG00000187492,988,,,,,,,
CAMKV,126,3.28095e-09,0.0558718304550262,0.2303190970757619,0,ENSG00000164076,989,,,,,,,
TRAIP,108,3.28095e-09,0.0558718304550262,0.2303190970757619,3823,ENSG00000183763,990,,,,,,,
FAM212A,1,3.28095e-09,0.0558718304550262,0.2303190970757619,18391,ENSG00000185614,991,,,,,,,
IP6K1,14,3.28095e-09,0.0558718304550262,0.2303190970757619,0,ENSG00000176095,992,,,,,,,
OR2B6,3,4.84507e-14,0.0553996001423298,0.2303026335669981,37782,ENSG00000124657,993,,,,,,,
NR2C2AP,14,1.50973e-12,0.0556942219534,0.2301983622590292,6592,ENSG00000184162,994,,,,,,,
RFXANK,30,1.50973e-12,0.0556942219534,0.2301983622590292,8147,ENSG00000064490,995,,,,,,,
FRAT1,110,7.30466e-13,0.0556388755557744,0.2301688601154434,0,ENSG00000165879,996,,,,,,,
ARHGAP19,480,4.18119e-13,0.0556388755557744,0.2301688601154434,0,ENSG00000213390,997,,,,,,,
ARHGAP19-SLIT1,320,4.18119e-13,0.0556388755557744,0.2301688601154434,0,ENSG00000269891,998,,,,,,,
FRAT2,52,7.85597e-13,0.0556388755557744,0.2301688601154434,0,ENSG00000181274,999,,,,,,,
RRP12,420,7.85597e-13,0.0556388755557744,0.2301688601154434,17413,ENSG00000052749,1000,,,,,,,
DMRT3,14,2.181e-08,0.0557249848688426,0.2300717702782684,40836,ENSG00000064218,1001,,,,,,,
DMRT2,28,2.181e-08,0.0557249848688426,0.2300717702782684,14161,ENSG00000173253,1002,,,,,,,
ACSBG1,11,3.88177e-08,0.0556258832585569,0.2299366132086094,48612,ENSG00000103740,1003,,,,,,,
POLM,48,7.535e-11,0.054880477507777,0.2291864478146052,27980,ENSG00000122678,1004,,,,,,,
HIST1H3J,10,2.23975e-15,0.0541947263380457,0.229115631977002,4942,ENSG00000197153,1005,,,,,,,
HIST1H2BO,5,2.23975e-15,0.0541947263380457,0.229115631977002,4157,ENSG00000196331,1006,,,,,,,
HIST1H2AM,5,2.23975e-15,0.0541947263380457,0.229115631977002,4863,ENSG00000233224,1007,,,,,,,
OR2B2,5,2.23975e-15,0.0541947263380457,0.229115631977002,6065,ENSG00000168131,1008,,,,,,,
GRP,40,1.8171e-08,0.0543834817165529,0.2285634714755802,7189,ENSG00000134443,1009,,,,,,,
ITCH,805,1.22738e-10,0.0537364601383919,0.2281175578027204,0,ENSG00000078747,1010,,,,,,,
ASIP,18,8.30807e-11,0.0537364601383919,0.2281175578027204,0,ENSG00000101440,1011,,,,,,,
AHCY,186,8.30807e-11,0.0537364601383919,0.2281175578027204,2352,ENSG00000101444,1012,,,,,,,
FOXA2,21,2.152e-09,0.0529875139769428,0.2271556913245863,112047,ENSG00000125798,1013,,,,,,,
DCLRE1B,6,1.24039e-09,0.0528318619437417,0.2269873769521111,152,ENSG00000118655,1014,,,,,,,
SSSCA1,105,8.6e-09,0.0526353459546557,0.2267133877234877,0,ENSG00000173465,1015,,,,,,,
EHBP1L1,150,8.6e-09,0.0526353459546557,0.2267133877234877,0,ENSG00000173442,1016,,,,,,,
FAM89B,45,8.6e-09,0.0526353459546557,0.2267133877234877,474,ENSG00000176973,1017,,,,,,,
AP001362.1,15,8.6e-09,0.0526353459546557,0.2267133877234877,12487,ENSG00000269018,1018,,,,,,,
KCNK7,60,8.6e-09,0.0526353459546557,0.2267133877234877,14148,ENSG00000173338,1019,,,,,,,
MAP3K11,195,8.6e-09,0.0526353459546557,0.2267133877234877,19048,ENSG00000173327,1020,,,,,,,
LTBP3,300,8.6e-09,0.0526353459546557,0.2267133877234877,0,ENSG00000168056,1021,,,,,,,
SCYL1,210,8.6e-09,0.0526353459546557,0.2267133877234877,19979,ENSG00000142186,1022,,,,,,,
TMEM18,1776,4.272e-17,0.0525979312761684,0.2267009445082248,13461,ENSG00000151353,1023,,,,,,,
STEAP1,228,1.524e-15,0.0516592288247642,0.2263424577963847,0,ENSG00000164647,1024,,,,,,,
STEAP2,522,1.524e-15,0.0516592288247642,0.2263424577963847,0,ENSG00000157214,1025,,,,,,,
LINGO1,786,1.80302e-19,0.0513041118167888,0.2261894715949499,11381,ENSG00000169783,1026,,,,,,,
EXD3,36,3.50728e-09,0.0520492448368707,0.2261089009948644,0,ENSG00000187609,1027,,,,,,,
ZFP57,6,1.49796e-12,0.0514126551813727,0.2254967935555402,37233,ENSG00000204644,1028,,,,,,,
MOG,9,4.95701e-10,0.0514126551813727,0.2254967935555402,21822,ENSG00000204655,1029,,,,,,,
TRAPPC3L,6,7.89223e-09,0.0514592525335413,0.2254228528774951,15469,ENSG00000173626,1030,,,,,,,
FAM26F,3,7.89223e-09,0.0514592525335413,0.2254228528774951,15749,ENSG00000188820,1031,,,,,,,
DSE,8,7.89223e-09,0.0514592525335413,0.2254228528774951,38259,ENSG00000111817,1032,,,,,,,
FAM26D,8,7.89223e-09,0.0514592525335413,0.2254228528774951,27447,ENSG00000164451,1033,,,,,,,
FAM26E,1,7.89223e-09,0.0514592525335413,0.2254228528774951,32126,ENSG00000178033,1034,,,,,,,
FAM98B,24,1.555e-13,0.0510068283770838,0.2254151413372609,37703,ENSG00000171262,1035,,,,,,,
GIN1,21,5.88844e-11,0.0509502720568807,0.2250842822477601,0,ENSG00000145723,1036,,,,,,,
ABHD16B,1,4.96592e-08,0.0512213187228942,0.2250777588286418,47904,ENSG00000183260,1037,,,,,,,
AL158091.1,1,4.96592e-08,0.0512213187228942,0.2250777588286418,30117,ENSG00000269223,1038,,,,,,,
ZBTB46,5,4.96592e-08,0.0512213187228942,0.2250777588286418,0,ENSG00000130584,1039,,,,,,,
C20ORF135,1,4.96592e-08,0.0512213187228942,0.2250777588286418,48217,ENSG00000268858,1040,,,,,,,
PCNXL3,65,1.6e-08,0.0511308286061167,0.2250294101017079,37066,ENSG00000197136,1041,,,,,,,
C2orf16,4,5.469e-15,0.050450815791365,0.2249546520498228,46518,ENSG00000221843,1042,,,,,,,
HSPG2,112,1.422e-08,0.0507846122322617,0.2246358418105866,38320,ENSG00000142798,1043,,,,,,,
LDLRAD2,27,1.372e-08,0.0507846122322617,0.2246358418105866,28340,ENSG00000187942,1044,,,,,,,
RPL22L1,35,4.854e-12,0.0503531022557481,0.2245399552115712,39637,ENSG00000163584,1045,,,,,,,
CLDN11,10,4.854e-12,0.0503531022557481,0.2245399552115712,49740,ENSG00000013297,1046,,,,,,,
HIST1H2BC,8,3.28103e-10,0.0504789122864951,0.2244811718107081,0,ENSG00000180596,1047,,,,,,,
HIST1H4C,5,3.28103e-10,0.0504789122864951,0.2244811718107081,3633,ENSG00000197061,1048,,,,,,,
HIST1H2BD,2,3.79673e-10,0.0504789122864951,0.2244811718107081,34939,ENSG00000158373,1049,,,,,,,
HIST1H2AC,4,3.79673e-10,0.0504789122864951,0.2244811718107081,963,ENSG00000180573,1050,,,,,,,
HIST1H1T,5,3.28103e-10,0.0504789122864951,0.2244811718107081,0,ENSG00000187475,1051,,,,,,,
HIST1H1E,2,3.79673e-10,0.0504789122864951,0.2244811718107081,33149,ENSG00000168298,1052,,,,,,,
HFE,40,3.28103e-10,0.0504789122864951,0.2244811718107081,9580,ENSG00000010704,1053,,,,,,,
RPLP0,57,3.15864e-12,0.050174994144741,0.2243150479371994,4773,ENSG00000089157,1054,,,,,,,
PXN,54,3.15864e-12,0.050174994144741,0.2243150479371994,0,ENSG00000089159,1055,,,,,,,
GCN1L1,27,3.15864e-12,0.050174994144741,0.2243150479371994,0,ENSG00000089154,1056,,,,,,,
POLR2J2,116,3.215e-11,0.0502628818333911,0.2242730927764214,20360,ENSG00000228049,1057,,,,,,,
SPDYE2B,57,3.215e-11,0.0502628818333911,0.2242730927764214,30601,ENSG00000173678,1058,,,,,,,
DCK,75,4.643e-16,0.0496361496330486,0.2241696136092135,3974,ENSG00000156136,1059,,,,,,,
RAB11FIP4,374,2.66158e-10,0.0501396519939783,0.2241238507504817,0,ENSG00000131242,1060,,,,,,,
LY6G6D,43,1.28825e-23,0.0498105138252888,0.2240931444278556,73,ENSG00000244355,1061,,,,,,,
C6orf25,276,1.28825e-23,0.0498105138252888,0.2240931444278556,0,ENSG00000204420,1062,,,,,,,
LY6G6C,84,1.28825e-23,0.0498105138252888,0.2240931444278556,0,ENSG00000204421,1063,,,,,,,
LY6G6E,92,1.28825e-23,0.0498105138252888,0.2240931444278556,818,ENSG00000255552,1064,,,,,,,
MEGT1,50,1.28825e-23,0.0498105138252888,0.2240931444278556,0,ENSG00000250641,1065,,,,,,,
DDAH2,410,1.62181e-22,0.0498105138252888,0.2240931444278556,0,ENSG00000213722,1066,,,,,,,
LY6G6F,100,1.28825e-23,0.0498105138252888,0.2240931444278556,0,ENSG00000204424,1067,,,,,,,
DPCR1,26,3.94912e-12,0.0493163719101616,0.2234082536884075,4519,ENSG00000168631,1068,,,,,,,
PTRF,23,2.278e-09,0.0490713611319424,0.2228509366592757,0,ENSG00000177469,1069,,,,,,,
STAT3,434,2.278e-09,0.0490713611319424,0.2228509366592757,0,ENSG00000168610,1070,,,,,,,
MBNL1,208,7.67361e-09,0.0490737420672646,0.2227928759565045,0,ENSG00000152601,1071,,,,,,,
FANCL,55,2.64308e-10,0.0487099925014634,0.2223319373910616,0,ENSG00000115392,1072,,,,,,,
SIDT1,12,2.73193e-08,0.0486517465797595,0.2222766994924074,0,ENSG00000072858,1073,,,,,,,
ENPP3,91,2.084e-11,0.0486359030419874,0.2222616933076888,0,ENSG00000154269,1074,,,,,,,
GINS4,27,1.26e-12,0.0483763344635786,0.2221204213208506,0,ENSG00000147536,1075,,,,,,,
GOLGA7,21,1.26e-12,0.0483763344635786,0.2221204213208506,20393,ENSG00000147533,1076,,,,,,,
LINGO2,51,1.86149e-08,0.0482424881087834,0.2218436231862885,0,ENSG00000174482,1077,,,,,,,
PPFIBP1,17,1.567e-09,0.0478892438487771,0.2215668141761855,19230,ENSG00000110841,1078,,,,,,,
REP15,1,1.567e-09,0.0478892438487771,0.2215668141761855,17161,ENSG00000174236,1079,,,,,,,
ADAM30,20,1.39959e-08,0.0478018805406516,0.2213485656120677,0,ENSG00000134249,1080,,,,,,,
HSD17B12,756,5.3e-09,0.0471857146383555,0.2206729674817492,0,ENSG00000149084,1081,,,,,,,
ALKBH3,260,5.3e-09,0.0471857146383555,0.2206729674817492,23827,ENSG00000166199,1082,,,,,,,
SENP6,391,1.74582e-08,0.0469688971084485,0.2204096884324867,0,ENSG00000112701,1083,,,,,,,
ZBTB20,202,1.593e-11,0.0462976234969691,0.2200226821162435,0,ENSG00000181722,1084,,,,,,,
C18orf8,564,1.88365e-12,0.046159704448409,0.2199433793883912,0,ENSG00000141452,1085,,,,,,,
NPC1,611,1.88365e-12,0.046159704448409,0.2199433793883912,0,ENSG00000141458,1086,,,,,,,
ENTPD2,76,2.18052e-08,0.046380364983559,0.2197676030054901,8933,ENSG00000054179,1087,,,,,,,
ABCA2,399,2.18052e-08,0.046380364983559,0.2197676030054901,0,ENSG00000107331,1088,,,,,,,
CLIC3,57,2.18052e-08,0.046380364983559,0.2197676030054901,22679,ENSG00000169583,1089,,,,,,,
PTGDS,170,2.18052e-08,0.046380364983559,0.2197676030054901,34047,ENSG00000107317,1090,,,,,,,
SAPCD2,19,2.18052e-08,0.046380364983559,0.2197676030054901,22964,ENSG00000186193,1091,,,,,,,
LCNL1,68,2.18052e-08,0.046380364983559,0.2197676030054901,33072,ENSG00000214402,1092,,,,,,,
FUT7,19,2.18052e-08,0.046380364983559,0.2197676030054901,0,ENSG00000180549,1093,,,,,,,
C9orf139,19,2.18052e-08,0.046380364983559,0.2197676030054901,0,ENSG00000180539,1094,,,,,,,
C9orf142,190,2.18052e-08,0.046380364983559,0.2197676030054901,25498,ENSG00000148362,1095,,,,,,,
NPDC1,114,2.18052e-08,0.046380364983559,0.2197676030054901,305,ENSG00000107281,1096,,,,,,,
HLA-E,21,7.88134e-11,0.0458308270518628,0.2194365778225436,18190,ENSG00000204592,1097,,,,,,,
PRR3,12,7.88134e-11,0.0458308270518628,0.2194365778225436,17702,ENSG00000204576,1098,,,,,,,
ABCF1,21,7.88134e-11,0.0458308270518628,0.2194365778225436,18767,ENSG00000204574,1099,,,,,,,
GNL1,10,7.88134e-11,0.0458308270518628,0.2194365778225436,2193,ENSG00000204590,1100,,,,,,,
CRY2,16,3.11229e-08,0.0460097084567907,0.2193629467701152,36637,ENSG00000121671,1101,,,,,,,
CTD-2210P24.4,2,3.11229e-08,0.0460097084567907,0.2193629467701152,36380,ENSG00000205106,1102,,,,,,,
SLC35C1,8,3.11229e-08,0.0460097084567907,0.2193629467701152,0,ENSG00000181830,1103,,,,,,,
OR2A4,4,1.059e-10,0.0458308113012805,0.2192444923967937,47588,ENSG00000180658,1104,,,,,,,
C9orf163,14,1.1259999999999998e-22,0.0444326569903979,0.2191317945710273,449,ENSG00000196366,1105,,,,,,,
ATP2A3,13,1.00277e-14,0.0449752716204417,0.2189007799618664,47415,ENSG00000074370,1106,,,,,,,
NDUFAF6,340,3.84486e-09,0.0454774369766129,0.2187883201702925,0,ENSG00000156170,1107,,,,,,,
TP53INP1,54,3.84486e-09,0.0454774369766129,0.2187883201702925,0,ENSG00000164938,1108,,,,,,,
ZNF408,10,1.62742e-08,0.0453918349879004,0.2187122447233266,28772,ENSG00000175213,1109,,,,,,,
CKAP5,33,1.62742e-08,0.0453918349879004,0.2187122447233266,7098,ENSG00000175216,1110,,,,,,,
ARHGAP1,14,1.62742e-08,0.0453918349879004,0.2187122447233266,34069,ENSG00000175220,1111,,,,,,,
F2,10,1.62742e-08,0.0453918349879004,0.2187122447233266,0,ENSG00000180210,1112,,,,,,,
CDK8,6,2.0280000000000002e-20,0.0440605358878202,0.218487245716926,47935,ENSG00000132964,1113,,,,,,,
CLIC1,164,1.62181e-22,0.0437089608357817,0.2183187779489398,0,ENSG00000213719,1114,,,,,,,
VARS,435,1.62181e-22,0.0437089608357817,0.2183187779489398,0,ENSG00000204394,1115,,,,,,,
SAPCD1,87,1.62181e-22,0.0437089608357817,0.2183187779489398,0,ENSG00000228727,1116,,,,,,,
MSH5-SAPCD1,156,1.62181e-22,0.0437089608357817,0.2183187779489398,0,ENSG00000255152,1117,,,,,,,
HSPA1A,40,1.62181e-22,0.0437089608357817,0.2183187779489398,0,ENSG00000204389,1118,,,,,,,
HSPA1L,44,1.62181e-22,0.0437089608357817,0.2183187779489398,0,ENSG00000204390,1119,,,,,,,
MSH5,760,1.62181e-22,0.0437089608357817,0.2183187779489398,0,ENSG00000204410,1120,,,,,,,
VWA7,204,1.62181e-22,0.0437089608357817,0.2183187779489398,0,ENSG00000204396,1121,,,,,,,
LSM2,154,1.62181e-22,0.0437089608357817,0.2183187779489398,0,ENSG00000204392,1122,,,,,,,
SLC36A4,1,3.148e-10,0.0447702162669117,0.2182065990382218,59639,ENSG00000180773,1123,,,,,,,
PMPCB,101,2.00909e-12,0.044544603215973,0.2181869729295211,0,ENSG00000105819,1124,,,,,,,
WWP2,19,1.27644e-10,0.0441529144275175,0.2175680335834699,45360,ENSG00000198373,1125,,,,,,,
HERC1,406,5.545e-10,0.0437942786961725,0.2171068567042573,0,ENSG00000103657,1126,,,,,,,
GRSF1,352,7.569e-16,0.0432084582276207,0.217073117223409,0,ENSG00000132463,1127,,,,,,,
RIOK3,280,1.88365e-12,0.0435035664560542,0.2170220687944503,8874,ENSG00000101782,1128,,,,,,,
C9orf141,6,2.18052e-08,0.0438819593449019,0.2170172856512764,47492,ENSG00000198454,1129,,,,,,,
AC074212.3,3,1.639e-11,0.0432507455901415,0.2166408577547917,34337,ENSG00000237452,1130,,,,,,,
MYT1,6,1.71989e-08,0.043419276464319,0.2165240076904996,3915,ENSG00000196132,1131,,,,,,,
TACR2,8,1.05172e-17,0.0424103165916803,0.2163881569385148,13174,ENSG00000075073,1132,,,,,,,
RAMP3,37,2.94734e-09,0.0426098138093272,0.21572763427419,22317,ENSG00000122679,1133,,,,,,,
AMZ2,1,2.96873e-10,0.0424864536101999,0.2156957188419626,99313,ENSG00000196704,1134,,,,,,,
CCNE2,72,4.545e-09,0.0425666186780268,0.2156604960046948,155,ENSG00000175305,1135,,,,,,,
INTS8,209,4.545e-09,0.0425666186780268,0.2156604960046948,0,ENSG00000164941,1136,,,,,,,
C4A,288,2.14585e-21,0.0413398937628545,0.2155945059896973,11350,ENSG00000244731,1137,,,,,,,
STK19,120,2.14585e-21,0.0413398937628545,0.2155945059896973,417,ENSG00000204344,1138,,,,,,,
DXO,120,2.14585e-21,0.0413398937628545,0.2155945059896973,0,ENSG00000204348,1139,,,,,,,
NELFE,117,2.14585e-21,0.0413398937628545,0.2155945059896973,455,ENSG00000204356,1140,,,,,,,
SKIV2L,135,2.14585e-21,0.0413398937628545,0.2155945059896973,0,ENSG00000204351,1141,,,,,,,
MAP3K3,10,3.949e-08,0.0420199970888697,0.214961055324335,12175,ENSG00000198909,1142,,,,,,,
TACO1,2,3.949e-08,0.0420199970888697,0.214961055324335,1875,ENSG00000136463,1143,,,,,,,
DCAF7,6,3.949e-08,0.0420199970888697,0.214961055324335,15961,ENSG00000136485,1144,,,,,,,
CYP21A2,154,8.70964e-21,0.0401357174196455,0.2142057916870396,0,ENSG00000231852,1145,,,,,,,
AL645922.1,13,8.70964e-21,0.0401357174196455,0.2142057916870396,30386,ENSG00000268923,1146,,,,,,,
C4B,256,8.70964e-21,0.0401357174196455,0.2142057916870396,2072,ENSG00000224389,1147,,,,,,,
CSMD3,33,3.00117e-08,0.0412632588069038,0.2141405995241881,0,ENSG00000164796,1148,,,,,,,
POLK,11,1.16926e-08,0.0410821548391286,0.2139839250980836,22440,ENSG00000122008,1149,,,,,,,
FCHSD2,72,8.075e-11,0.0407608472022794,0.2138554065004516,0,ENSG00000137478,1150,,,,,,,
GMPPB,4,4.15911e-09,0.0409141937065549,0.2138458343024309,13274,ENSG00000173540,1151,,,,,,,
RNF123,12,4.15911e-09,0.0409141937065549,0.2138458343024309,15696,ENSG00000164068,1152,,,,,,,
AMIGO3,2,4.15911e-09,0.0409141937065549,0.2138458343024309,13309,ENSG00000176020,1153,,,,,,,
MST1,20,4.15911e-09,0.0409141937065549,0.2138458343024309,47724,ENSG00000173531,1154,,,,,,,
AMBRA1,84,1.9399e-08,0.0406937613139205,0.213533548517093,0,ENSG00000110497,1155,,,,,,,
HARBI1,9,1.9399e-08,0.0406937613139205,0.213533548517093,6339,ENSG00000180423,1156,,,,,,,
MRPS18B,10,2.35369e-10,0.0403184530588719,0.2132882173914667,1763,ENSG00000204568,1157,,,,,,,
ATAT1,20,2.35369e-10,0.0403184530588719,0.2132882173914667,0,ENSG00000137343,1158,,,,,,,
PPP1R10,12,2.35369e-10,0.0403184530588719,0.2132882173914667,0,ENSG00000204569,1159,,,,,,,
DHX16,8,2.35369e-10,0.0403184530588719,0.2132882173914667,13655,ENSG00000204560,1160,,,,,,,
C6orf136,26,2.35369e-10,0.0403184530588719,0.2132882173914667,7575,ENSG00000204564,1161,,,,,,,
CALCR,72,8.383e-09,0.0399162096391111,0.2127157292830941,0,ENSG00000004948,1162,,,,,,,
PIGU,375,1.35039e-10,0.0395798410878328,0.2125323129254853,0,ENSG00000101464,1163,,,,,,,
RIT2,117,9.34458e-10,0.0395599263319157,0.2124228701031822,169198,ENSG00000152214,1164,,,,,,,
FAT3,66,5.74116e-09,0.0396385696950318,0.2123566879518545,0,ENSG00000165323,1165,,,,,,,
RWDD1,7,1.06238e-08,0.0393423556561263,0.2120734211538627,0,ENSG00000111832,1166,,,,,,,
RSPH4A,3,1.06238e-08,0.0393423556561263,0.2120734211538627,30164,ENSG00000111834,1167,,,,,,,
ZUFSP,2,1.06238e-08,0.0393423556561263,0.2120734211538627,49303,ENSG00000153975,1168,,,,,,,
NRBF2,60,5.217e-13,0.0387967636479838,0.2119218479384508,0,ENSG00000148572,1169,,,,,,,
IL20RA,88,9.494e-14,0.0392596680864839,0.2119162735852686,16681,ENSG00000016402,1170,,,,,,,
SLC35D3,15,9.494e-14,0.0392596680864839,0.2119162735852686,40299,ENSG00000182747,1171,,,,,,,
HCAR3,1,2.57573e-08,0.038844366184531,0.2114852577007789,6795,ENSG00000255398,1172,,,,,,,
HCAR2,1,2.57573e-08,0.038844366184531,0.2114852577007789,4618,ENSG00000182782,1173,,,,,,,
HCAR1,2,2.57573e-08,0.038844366184531,0.2114852577007789,0,ENSG00000196917,1174,,,,,,,
DENR,4,2.57573e-08,0.038844366184531,0.2114852577007789,44813,ENSG00000139726,1175,,,,,,,
UBE2D3,1920,2.53688e-12,0.0386716790428344,0.2113734760329071,0,ENSG00000109332,1176,,,,,,,
MANBA,192,2.53688e-12,0.0386716790428344,0.2113734760329071,0,ENSG00000109323,1177,,,,,,,
TET1,6,3.46657e-13,0.0382878518779789,0.2110627679217278,0,ENSG00000138336,1178,,,,,,,
HLA-G,640,2.09267e-12,0.0379997961435871,0.210731068025875,4978,ENSG00000204632,1179,,,,,,,
HLA-DPA1,120,2.95325e-19,0.0370655192832082,0.2106672677577794,0,ENSG00000231389,1180,,,,,,,
HLA-DMA,504,2.95325e-19,0.0370655192832082,0.2106672677577794,0,ENSG00000204257,1181,,,,,,,
HLA-DOA,322,2.95325e-19,0.0370655192832082,0.2106672677577794,9119,ENSG00000204252,1182,,,,,,,
BRD2,1064,2.95325e-19,0.0370655192832082,0.2106672677577794,0,ENSG00000204256,1183,,,,,,,
RBM5,888,7.58578e-10,0.0379199741127885,0.2105294240616338,0,ENSG00000003756,1184,,,,,,,
RBM6,2280,7.58578e-10,0.0379199741127885,0.2105294240616338,0,ENSG00000004534,1185,,,,,,,
AKR1A1,36,1.04321e-08,0.0375406850884948,0.2100913075358989,3294,ENSG00000117448,1186,,,,,,,
CCDC17,24,1.04321e-08,0.0375406850884948,0.2100913075358989,3776,ENSG00000159588,1187,,,,,,,
NASP,48,1.04321e-08,0.0375406850884948,0.2100913075358989,0,ENSG00000132780,1188,,,,,,,
MST1R,200,1.99526e-09,0.0373512650809088,0.2099576722664916,0,ENSG00000164078,1189,,,,,,,
MON1A,287,1.99526e-09,0.0373512650809088,0.2099576722664916,0,ENSG00000164077,1190,,,,,,,
CTD-2330K9.3,108,1.99526e-09,0.0373512650809088,0.2099576722664916,0,ENSG00000228008,1191,,,,,,,
PTPRT,9,1.31674e-17,0.0365013033710125,0.2098744667638334,0,ENSG00000196090,1192,,,,,,,
NADK2,702,3.339e-09,0.0372035100190341,0.2097717543519385,0,ENSG00000152620,1193,,,,,,,
RANBP3L,195,3.339e-09,0.0372035100190341,0.2097717543519385,0,ENSG00000164188,1194,,,,,,,
SPRED2,88,5.442e-10,0.0370909223322334,0.2095630295488286,0,ENSG00000198369,1195,,,,,,,
UAP1L1,32,2.78266e-08,0.0370838862825602,0.209524495186319,38336,ENSG00000197355,1196,,,,,,,
GPBP1L1,26,1.06878e-08,0.0370241090777108,0.209521662911475,0,ENSG00000159592,1197,,,,,,,
MARCH5,40,1.049e-18,0.0359584490236128,0.2093914643044609,0,ENSG00000198060,1198,,,,,,,
HLA-DPB1,112,1.1970200000000001e-18,0.0363987111332257,0.2092648777805897,0,ENSG00000223865,1199,,,,,,,
MAGI3,13,7.71259e-10,0.0366235297958066,0.2091997259624747,0,ENSG00000081026,1200,,,,,,,
TAF5L,4,1.146e-08,0.0366138636218801,0.2090669860941736,35780,ENSG00000135801,1201,,,,,,,
UPK3B,240,3.42531e-09,0.0365478975899777,0.2089332697802904,0,ENSG00000243566,1202,,,,,,,
DTNBP1,264,8.20163e-10,0.03632145679671,0.2088644795668232,19328,ENSG00000047579,1203,,,,,,,
JARID2,100,8.20163e-10,0.03632145679671,0.2088644795668232,0,ENSG00000008083,1204,,,,,,,
ZNF14,1,1.10085e-08,0.0363869837064893,0.2088190983532062,6644,ENSG00000105708,1205,,,,,,,
CHMP4B,2,1.8e-08,0.0363387178469362,0.2087437286905324,14021,ENSG00000101421,1206,,,,,,,
ZNF341,8,1.8e-08,0.0363387178469362,0.2087437286905324,1262,ENSG00000131061,1207,,,,,,,
HECTD4,36,1.386e-10,0.0361333249680198,0.2087378634631363,0,ENSG00000173064,1208,,,,,,,
ADCY1,4,4.03209e-09,0.0362522824223377,0.2087162892387052,49597,ENSG00000164742,1209,,,,,,,
STOX1,21,2.37673e-10,0.0361199445896288,0.2086987354229597,0,ENSG00000165730,1210,,,,,,,
CCAR1,30,2.37673e-10,0.0361199445896288,0.2086987354229597,0,ENSG00000060339,1211,,,,,,,
PPP2R5A,19,2.54103e-08,0.0362718505122152,0.2086545336792181,32248,ENSG00000066027,1212,,,,,,,
